path_gfa	n_nodes	n_edges	len_graph	is_acyclic	weakly_connected_components
HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/B-3106.gfa	477	649	4176	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/C-3107.gfa	503	677	3564	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DMA-3108.gfa	29	38	4520	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DMB-3109.gfa	70	93	6567	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DOA-3111.gfa	116	154	5469	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DOB-3112.gfa	54	71	4854	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DPA1-3113.gfa	150	200	16267	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DPB1-3115.gfa	877	1176	14089	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DQA1-3117.gfa	1948	2656	19074	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DQB1-3119.gfa	2881	3956	8891	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DRA-3122.gfa	178	239	5269	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DRB1-3123.gfa	5511	7545	20965	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DRB3-3125.gfa	621	831	13324	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DRB4-3126.gfa	250	333	15081	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DRB5-3127.gfa	1	0	12856	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/E-3133.gfa	13	16	4804	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/F-3134.gfa	87	117	16127	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/G-3135.gfa	165	220	4211	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/H-3136.gfa	235	315	3422	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/J-3137.gfa	106	142	4020	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/K-3138.gfa	324	440	3299	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/L-3139.gfa	242	324	7473	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/MICA-100507436.gfa	453	611	15799	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/MICB-4277.gfa	653	891	16707	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/TAP1-6890.gfa	32	42	8774	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/TAP2-6891.gfa	263	359	17054	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/V-352962.gfa	50	66	1014	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op3-ep0/A-3105.gfa	1921	2600	60970	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op3-ep0/B-3106.gfa	477	649	4176	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op3-ep0/C-3107.gfa	503	677	3564	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op3-ep0/DMA-3108.gfa	29	38	4520	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op3-ep0/DMB-3109.gfa	53	70	6578	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op3-ep0/DOA-3111.gfa	116	154	5469	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op3-ep0/DOB-3112.gfa	54	71	4854	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op3-ep0/DPA1-3113.gfa	150	200	16267	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op3-ep0/DPB1-3115.gfa	877	1176	14089	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op3-ep0/DQA1-3117.gfa	1979	2698	19107	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op3-ep0/DQB1-3119.gfa	2887	3963	8901	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op3-ep0/DRA-3122.gfa	178	239	5269	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op3-ep0/DRB1-3123.gfa	5557	7600	21070	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op3-ep0/DRB3-3125.gfa	621	831	13324	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op3-ep0/DRB4-3126.gfa	250	333	15081	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op3-ep0/DRB5-3127.gfa	1	0	12856	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op3-ep0/E-3133.gfa	13	16	4804	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op3-ep0/F-3134.gfa	87	117	16127	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op3-ep0/G-3135.gfa	165	220	4211	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op3-ep0/H-3136.gfa	235	315	3422	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op3-ep0/J-3137.gfa	106	142	4020	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op3-ep0/K-3138.gfa	326	442	3299	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op3-ep0/L-3139.gfa	242	324	7473	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op3-ep0/MICA-100507436.gfa	453	611	15799	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op3-ep0/MICB-4277.gfa	652	890	16707	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op3-ep0/TAP1-6890.gfa	32	42	8774	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op3-ep0/TAP2-6891.gfa	263	359	17054	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op3-ep0/V-352962.gfa	50	66	1014	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op5-ep0/A-3105.gfa	1930	2613	60977	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op5-ep0/B-3106.gfa	477	649	4176	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op5-ep0/C-3107.gfa	503	677	3564	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op5-ep0/DMA-3108.gfa	29	38	4520	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op5-ep0/DMB-3109.gfa	53	70	6578	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op5-ep0/DOA-3111.gfa	116	154	5469	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op5-ep0/DOB-3112.gfa	54	71	4854	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op5-ep0/DPA1-3113.gfa	150	200	16267	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op5-ep0/DPB1-3115.gfa	877	1176	14089	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op5-ep0/DQA1-3117.gfa	1991	2714	19114	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op5-ep0/DQB1-3119.gfa	2907	3995	8935	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op5-ep0/DRA-3122.gfa	178	239	5269	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op5-ep0/DRB1-3123.gfa	5588	7645	21254	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op5-ep0/DRB3-3125.gfa	621	831	13324	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op5-ep0/DRB4-3126.gfa	248	330	15080	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op5-ep0/DRB5-3127.gfa	1	0	12856	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op5-ep0/E-3133.gfa	13	16	4804	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op5-ep0/F-3134.gfa	97	130	16138	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op5-ep0/G-3135.gfa	165	220	4211	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op5-ep0/H-3136.gfa	235	315	3422	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op5-ep0/J-3137.gfa	120	160	4031	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op5-ep0/K-3138.gfa	326	442	3300	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op5-ep0/L-3139.gfa	242	324	7473	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op5-ep0/MICA-100507436.gfa	453	611	15799	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op5-ep0/MICB-4277.gfa	652	890	16707	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op5-ep0/TAP1-6890.gfa	32	42	8774	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op5-ep0/TAP2-6891.gfa	263	359	17054	acyclic	1
HLA-zoo-PanPA/output-HLA-zoo-mafft.op5-ep0/V-352962.gfa	50	66	1014	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op1.53-ep0/A-3105.gfa	579	833	7185	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op1.53-ep0/B-3106.gfa	357	503	4587	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op1.53-ep0/C-3107.gfa	388	536	3836	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op1.53-ep0/DMA-3108.gfa	31	40	4522	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op1.53-ep0/DMB-3109.gfa	40	52	6455	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op1.53-ep0/DOA-3111.gfa	116	154	5477	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op1.53-ep0/DOB-3112.gfa	52	68	4303	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op1.53-ep0/DPA1-3113.gfa	138	184	16288	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op1.53-ep0/DPB1-3115.gfa	677	907	14400	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op1.53-ep0/DQB1-3119.gfa	1492	2231	15374	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op1.53-ep0/DRA-3122.gfa	167	226	5325	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op1.53-ep0/DRB3-3125.gfa	530	708	13460	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op1.53-ep0/DRB4-3126.gfa	63	83	44634	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op1.53-ep0/DRB5-3127.gfa	1	0	12856	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op1.53-ep0/E-3133.gfa	13	16	4804	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op1.53-ep0/F-3134.gfa	74	99	17870	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op1.53-ep0/G-3135.gfa	160	214	4262	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op1.53-ep0/H-3136.gfa	190	258	3546	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op1.53-ep0/J-3137.gfa	95	127	4051	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op1.53-ep0/K-3138.gfa	267	374	3604	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op1.53-ep0/L-3139.gfa	226	301	7596	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op1.53-ep0/MICA-100507436.gfa	371	502	34902	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op1.53-ep0/MICB-4277.gfa	135	179	102134	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op1.53-ep0/TAP1-6890.gfa	34	44	8776	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op1.53-ep0/TAP2-6891.gfa	251	341	17137	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op1.53-ep0/V-352962.gfa	48	62	1025	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op3-ep0/A-3105.gfa	577	830	7205	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op3-ep0/B-3106.gfa	357	503	4587	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op3-ep0/C-3107.gfa	388	536	3836	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op3-ep0/DMA-3108.gfa	31	40	4522	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op3-ep0/DMB-3109.gfa	43	56	6565	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op3-ep0/DOA-3111.gfa	116	154	5477	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op3-ep0/DOB-3112.gfa	52	68	4303	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op3-ep0/DPA1-3113.gfa	138	184	16288	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op3-ep0/DPB1-3115.gfa	677	907	14400	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op3-ep0/DQB1-3119.gfa	1489	2227	15380	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op3-ep0/DRA-3122.gfa	167	226	5325	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op3-ep0/DRB3-3125.gfa	530	708	13460	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op3-ep0/DRB4-3126.gfa	63	83	44634	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op3-ep0/DRB5-3127.gfa	1	0	12856	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op3-ep0/E-3133.gfa	13	16	4804	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op3-ep0/F-3134.gfa	74	99	17870	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op3-ep0/G-3135.gfa	160	214	4262	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op3-ep0/H-3136.gfa	190	258	3546	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op3-ep0/J-3137.gfa	95	127	4051	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op3-ep0/K-3138.gfa	268	375	3595	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op3-ep0/L-3139.gfa	226	301	7596	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op3-ep0/MICA-100507436.gfa	371	502	34902	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op3-ep0/MICB-4277.gfa	135	179	102134	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op3-ep0/TAP1-6890.gfa	34	44	8776	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op3-ep0/TAP2-6891.gfa	251	341	17137	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op3-ep0/V-352962.gfa	48	62	1025	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op5-ep0/A-3105.gfa	573	825	7235	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op5-ep0/B-3106.gfa	357	503	4587	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op5-ep0/C-3107.gfa	388	536	3836	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op5-ep0/DMA-3108.gfa	31	40	4522	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op5-ep0/DMB-3109.gfa	43	56	6565	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op5-ep0/DOA-3111.gfa	116	154	5477	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op5-ep0/DOB-3112.gfa	52	68	4303	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op5-ep0/DPA1-3113.gfa	138	184	16288	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op5-ep0/DPB1-3115.gfa	677	907	14400	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op5-ep0/DQB1-3119.gfa	1499	2238	15322	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op5-ep0/DRA-3122.gfa	167	226	5325	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op5-ep0/DRB3-3125.gfa	530	708	13460	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op5-ep0/DRB4-3126.gfa	62	81	44627	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op5-ep0/DRB5-3127.gfa	1	0	12856	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op5-ep0/E-3133.gfa	13	16	4804	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op5-ep0/F-3134.gfa	72	96	17874	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op5-ep0/G-3135.gfa	160	214	4262	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op5-ep0/H-3136.gfa	190	258	3546	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op5-ep0/J-3137.gfa	92	123	4069	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op5-ep0/K-3138.gfa	268	375	3595	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op5-ep0/L-3139.gfa	226	301	7596	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op5-ep0/MICA-100507436.gfa	371	502	34902	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op5-ep0/MICB-4277.gfa	135	179	102134	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op5-ep0/TAP1-6890.gfa	34	44	8776	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op5-ep0/TAP2-6891.gfa	251	341	17137	acyclic	1
HLA-zoo-makeprg/output-HLA-zoo-mafft.op5-ep0/V-352962.gfa	48	62	1025	acyclic	1
HLA-zoo-pangeblocks/output-HLA-zoo-mafft.op1.53-ep0/gfa-unchop/nodes/penalization0-min_len0/A-3105.gfa	1884	2557	61069	acyclic	1
HLA-zoo-pangeblocks/output-HLA-zoo-mafft.op1.53-ep0/gfa-unchop/nodes/penalization0-min_len0/B-3106.gfa	474	646	4184	acyclic	1
HLA-zoo-pangeblocks/output-HLA-zoo-mafft.op1.53-ep0/gfa-unchop/nodes/penalization0-min_len0/C-3107.gfa	498	672	3576	acyclic	1
HLA-zoo-pangeblocks/output-HLA-zoo-mafft.op1.53-ep0/gfa-unchop/nodes/penalization0-min_len0/DMA-3108.gfa	29	38	4520	acyclic	1
HLA-zoo-pangeblocks/output-HLA-zoo-mafft.op1.53-ep0/gfa-unchop/nodes/penalization0-min_len0/DMB-3109.gfa	70	93	6567	acyclic	1
HLA-zoo-pangeblocks/output-HLA-zoo-mafft.op1.53-ep0/gfa-unchop/nodes/penalization0-min_len0/DOA-3111.gfa	116	154	5469	acyclic	1
HLA-zoo-pangeblocks/output-HLA-zoo-mafft.op1.53-ep0/gfa-unchop/nodes/penalization0-min_len0/DOB-3112.gfa	54	71	4854	acyclic	1
HLA-zoo-pangeblocks/output-HLA-zoo-mafft.op1.53-ep0/gfa-unchop/nodes/penalization0-min_len0/DPA1-3113.gfa	150	200	16267	acyclic	1
HLA-zoo-pangeblocks/output-HLA-zoo-mafft.op1.53-ep0/gfa-unchop/nodes/penalization0-min_len0/DPB1-3115.gfa	877	1176	14091	acyclic	1
HLA-zoo-pangeblocks/output-HLA-zoo-mafft.op1.53-ep0/gfa-unchop/nodes/penalization0-min_len0/DQA1-3117.gfa	1833	2516	19470	acyclic	1
HLA-zoo-pangeblocks/output-HLA-zoo-mafft.op1.53-ep0/gfa-unchop/nodes/penalization0-min_len0/DQB1-3119.gfa	2818	3891	9085	acyclic	1
HLA-zoo-pangeblocks/output-HLA-zoo-mafft.op1.53-ep0/gfa-unchop/nodes/penalization0-min_len0/DRA-3122.gfa	178	239	5269	acyclic	1
HLA-zoo-pangeblocks/output-HLA-zoo-mafft.op1.53-ep0/gfa-unchop/nodes/penalization0-min_len0/DRB1-3123.gfa	4331	6010	24582	acyclic	1
HLA-zoo-pangeblocks/output-HLA-zoo-mafft.op1.53-ep0/gfa-unchop/nodes/penalization0-min_len0/DRB3-3125.gfa	638	865	13393	acyclic	1
HLA-zoo-pangeblocks/output-HLA-zoo-mafft.op1.53-ep0/gfa-unchop/nodes/penalization0-min_len0/DRB4-3126.gfa	250	333	15081	acyclic	1
HLA-zoo-pangeblocks/output-HLA-zoo-mafft.op1.53-ep0/gfa-unchop/nodes/penalization0-min_len0/E-3133.gfa	13	16	4804	acyclic	1
HLA-zoo-pangeblocks/output-HLA-zoo-mafft.op1.53-ep0/gfa-unchop/nodes/penalization0-min_len0/F-3134.gfa	85	115	16138	acyclic	1
HLA-zoo-pangeblocks/output-HLA-zoo-mafft.op1.53-ep0/gfa-unchop/nodes/penalization0-min_len0/G-3135.gfa	165	220	4211	acyclic	1
HLA-zoo-pangeblocks/output-HLA-zoo-mafft.op1.53-ep0/gfa-unchop/nodes/penalization0-min_len0/H-3136.gfa	235	315	3422	acyclic	1
HLA-zoo-pangeblocks/output-HLA-zoo-mafft.op1.53-ep0/gfa-unchop/nodes/penalization0-min_len0/J-3137.gfa	106	142	4020	acyclic	1
HLA-zoo-pangeblocks/output-HLA-zoo-mafft.op1.53-ep0/gfa-unchop/nodes/penalization0-min_len0/K-3138.gfa	324	440	3306	acyclic	1
HLA-zoo-pangeblocks/output-HLA-zoo-mafft.op1.53-ep0/gfa-unchop/nodes/penalization0-min_len0/L-3139.gfa	243	325	7474	acyclic	1
HLA-zoo-pangeblocks/output-HLA-zoo-mafft.op1.53-ep0/gfa-unchop/nodes/penalization0-min_len0/MICA-100507436.gfa	453	611	15801	acyclic	1
HLA-zoo-pangeblocks/output-HLA-zoo-mafft.op1.53-ep0/gfa-unchop/nodes/penalization0-min_len0/MICB-4277.gfa	644	880	17130	acyclic	1
HLA-zoo-pangeblocks/output-HLA-zoo-mafft.op1.53-ep0/gfa-unchop/nodes/penalization0-min_len0/TAP1-6890.gfa	32	42	8774	acyclic	1
HLA-zoo-pangeblocks/output-HLA-zoo-mafft.op1.53-ep0/gfa-unchop/nodes/penalization0-min_len0/TAP2-6891.gfa	263	359	17061	acyclic	1
